"TimeCreated","Id","LevelDisplayName","Message"
"07-08-2025 14:56:13","32","Information","The bootmgr spent 0 ms waiting for user input."
"07-08-2025 14:56:13","18","Information","There are 0x1 boot options on this system."
"07-08-2025 14:56:13","27","Information","The boot type was 0x0."
"07-08-2025 14:56:13","25","Information","The boot menu policy was 0x1."
"07-08-2025 14:56:13","238","Information","EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ?2025?-?08?-?07T14:56:11.000000000Z."
"07-08-2025 14:56:13","247","Information","Unable to load Pluton-Windows firmware. StatusCode: STATUS_SUCCESS, Reason: Failed to apply firmware."
"07-08-2025 14:56:13","20","Information","The last shutdown's success status was true. The last boot's success status was true."
"07-08-2025 14:56:13","153","Information","Virtualization-based security (policies: 0) is disabled."
"07-08-2025 14:56:13","25","Information","The system time was initialized to ?2025?-?08?-?07T09:26:12.500000000Z. 

Loader time: ?2025?-?08?-?07T09:26:11.000000000Z
Internal boot flags: 0x2
HAL RTC error code: 0x0
RTC time is in UTC: false
Soft boot: false
Success: true
Phase: 0"
"07-08-2025 14:56:13","12","Information","The operating system started at system time ?2025?-?08?-?07T09:26:12.500000000Z."
"07-08-2025 14:56:05","13","Information","The operating system is shutting down at system time ?2025?-?08?-?07T09:26:05.444859000Z."
"07-08-2025 14:56:05","577","Information","The system has prepared for a system initiated reboot from Active."
"07-08-2025 14:56:03","109","Information","The kernel power manager has initiated a shutdown transition.

Action: Power Action Reboot 
Event Code: 0x0 
Reason: Kernel API"
"07-08-2025 14:56:21","6013","Information","The system uptime is 8 seconds."
"07-08-2025 14:56:21","6005","Information","The Event log service was started."
"07-08-2025 14:56:21","6009","Information","Microsoft (R) Windows (R) 10.00. 26100  Multiprocessor Free."
"07-08-2025 14:56:02","50037","Information","DHCPv4 client service is stopped. ShutDown Flag value is 1"
"07-08-2025 14:56:02","51057","Information","DHCPv6 client service stop is almost done.DHCP Context Ref count is 1"
"07-08-2025 14:56:02","51047","Information","DHCPv6 client service is stopped. ShutDown Flag value is 1"
"07-08-2025 14:56:02","50106","Information","DHCPv4 is waiting on DHCPv6 service to stop"
"07-08-2025 14:56:02","114","Information","Removed URL (http://+:5985/wsman/) from URL group (0xFE00000320000001). Process Id 0x940 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20"
"07-08-2025 14:56:02","114","Information","Removed URL (http://+:47001/wsman/) from URL group (0xFE00000320000001). Process Id 0x940 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20"
"07-08-2025 14:56:02","50105","Information","DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT"
"07-08-2025 14:56:02","1","Information","The system time has changed to ?2025?-?08?-?07T09:26:02.422097400Z from ?2025?-?08?-?07T09:26:02.421691600Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1328).

RTC time: ?2025?-?08?-?07T14:56:02.422097400Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
"07-08-2025 14:56:02","24","Information","The time zone information was refreshed with exit reason 0. Current time zone bias is -330."
"07-08-2025 14:56:02","50104","Information","DHCPv4 client received shutdown notification"
"07-08-2025 14:56:02","7043","Error","The Windows Defender Advanced Threat Protection Service service did not shut down properly after receiving a pre-shutdown control."
"07-08-2025 14:56:02","6006","Information","The Event log service was stopped."
"07-08-2025 14:55:36","7002","Information","User Log-off Notification for Customer Experience Improvement Program"
"07-08-2025 14:55:35","100","Warning","Process C:\Windows\explorer.exe is delaying system shutdown after 5031 milliseconds."
"07-08-2025 14:55:27","1074","Information","The process C:\Windows\System32\RuntimeBroker.exe (AVIRUP-1) has initiated the restart of computer AVIRUP-1 on behalf of user AVIRUP-1\Admin for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shut-down Type: restart
 Comment: "
"07-08-2025 14:53:57","1796","Error","The Secure Boot update failed to update a Secure Boot variable with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
"07-08-2025 14:53:57","1796","Error","The Secure Boot update failed to update a Secure Boot variable with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
"07-08-2025 14:40:57","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"07-08-2025 14:22:11","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"07-08-2025 14:21:55","17","Information","The Trusted Platform Module (TPM) hardware failed to execute a TPM command."
"07-08-2025 14:21:55","17","Information","The Trusted Platform Module (TPM) hardware failed to execute a TPM command."
"07-08-2025 14:21:55","17","Information","The Trusted Platform Module (TPM) hardware failed to execute a TPM command."
"07-08-2025 13:47:12","1500","Information","The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 13:18:31","1501","Information","The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 12:01:13","1500","Information","The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 12:00:00","6013","Information","The system uptime is 62120 seconds."
"07-08-2025 11:59:47","6013","Information","The system uptime is 62107 seconds."
"07-08-2025 11:28:31","1501","Information","The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 11:22:38","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"07-08-2025 11:20:37","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"07-08-2025 10:15:12","1500","Information","The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 09:38:31","1501","Information","The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 08:29:12","1500","Information","The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 07:48:31","1501","Information","The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 06:43:13","1500","Information","The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 05:58:31","1501","Information","The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 04:57:12","1500","Information","The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 04:52:31","19","Information","Installation Successful: Windows successfully installed the following update: 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB"
"07-08-2025 04:52:30","43","Information","Installation Started: Windows has started installing the following update: 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB"
"07-08-2025 04:52:29","16","Information","The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_19.2508.31121.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages."
"07-08-2025 04:52:24","44","Information","Windows Update started downloading an update."
"07-08-2025 04:52:19","44","Information","Windows Update started downloading an update."
"07-08-2025 04:51:58","19","Information","Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.435.25.0) - Current Channel (Broad)"
"07-08-2025 04:51:47","43","Information","Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.435.25.0) - Current Channel (Broad)"
"07-08-2025 04:51:47","44","Information","Windows Update started downloading an update."
"07-08-2025 04:51:44","16","Information","The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 4 keys and creating 1 modified pages."
"07-08-2025 04:22:30","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"07-08-2025 04:20:28","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"07-08-2025 04:08:32","1501","Information","The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 03:11:13","1500","Information","The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 02:53:57","1796","Error","The Secure Boot update failed to update a Secure Boot variable with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
"07-08-2025 02:53:57","1796","Error","The Secure Boot update failed to update a Secure Boot variable with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
"07-08-2025 02:18:31","1501","Information","The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy."
"07-08-2025 01:25:12","1500","Information","The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy."
